"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"AFT-17","After Dark","After Dark","Question","Level 1","After Dark","Medium","What is a secret you can share without betraying yourself?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-18","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is a boundary that protects your tenderness?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-19","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is a risk you still think about?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-20","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is a choice you wonder about at night?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-21","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is one thing you would do if longing were not embarrassing?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-22","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is one thing you would stop doing if fear were quieter?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-23","After Dark","After Dark","Question","Level 2","After Dark","Medium","What kind of closeness scares you?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-24","After Dark","After Dark","Question","Level 2","After Dark","Medium","What kind of closeness steadies you?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-25","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is a goodbye that still echoes?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-26","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is a hello you wish had lasted longer?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-27","After Dark","After Dark","Question","Level 2","After Dark","Medium","What do you want to feel before you fall asleep?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-28","After Dark","After Dark","Question","Level 2","After Dark","Medium","What do you want to wake up no longer carrying?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-29","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is one apology you rehearse silently?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-30","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is one confession you are not ready to make?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-31","After Dark","After Dark","Question","Level 2","After Dark","Medium","What does honesty cost you?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-32","After Dark","After Dark","Question","Level 2","After Dark","Medium","What does hiding cost you?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-33","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is one ache that taught you something?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-34","After Dark","After Dark","Question","Level 2","After Dark","Medium","What is one pleasure that taught you something?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-35","After Dark","After Dark","Question","Level 3","After Dark","Medium","What is a version of you that only appears late at night?","Midnight / Ember","Suitable for early playtesting.","Expands the After Dark play context."
"AFT-36","After Dark","After Dark","Question","Level 3","After Dark","High","What is a question you would answer only in the dark?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-37","After Dark","After Dark","Question","Level 3","After Dark","High","What is one thing you wish someone noticed without being told?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-38","After Dark","After Dark","Question","Level 3","After Dark","High","What is one thing you wish someone asked before touching emotionally?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-39","After Dark","After Dark","Question","Level 3","After Dark","High","What is one thing you want to be chosen for?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-40","After Dark","After Dark","Question","Level 3","After Dark","High","What is one thing you want to stop auditioning for?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-41","After Dark","After Dark","Question","Level 3","After Dark","High","What is intimacy teaching you lately?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-42","After Dark","After Dark","Question","Level 3","After Dark","High","What is solitude teaching you lately?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-43","After Dark","After Dark","Question","Level 3","After Dark","High","What is one fantasy that is really about being understood?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-44","After Dark","After Dark","Question","Level 3","After Dark","High","What is one fear that is really about being left?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-45","After Dark","After Dark","Question","Level 3","After Dark","High","What truth would change the room if you said it?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-46","After Dark","After Dark","Question","Level 3","After Dark","High","What silence would change the room if you honored it?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-47","After Dark","After Dark","Question","Level 3","After Dark","High","What do you want to keep sacred?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-48","After Dark","After Dark","Question","Level 3","After Dark","High","What do you want to release before morning?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-49","After Dark","After Dark","Question","Level 3","After Dark","High","What should this night make possible?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"AFT-50","After Dark","After Dark","Question","Level 3","After Dark","High","What should stay between us after this card?","Midnight / Ember","Best after trust has warmed up; passing is always allowed.","Expands the After Dark play context."
"CRE-01","Creative Minds","Creative Minds","Question","Level 1","Creative Minds","Low","What idea will not leave you alone?","Ink / Signal Yellow","Suitable for early playtesting.","Expands the Creative Minds play context."
"CRE-02","Creative Minds","Creative Minds","Question","Level 1","Creative Minds","Low","What are you making before you know how to explain it?","Ink / Signal Yellow","Suitable for early playtesting.","Expands the Creative Minds play context."
"CRE-03","Creative Minds","Creative Minds","Question","Level 1","Creative Minds","Low","What does your taste say about you?","Ink / Signal Yellow","Suitable for early playtesting.","Expands the Creative Minds play context."
"CRE-04","Creative Minds","Creative Minds","Question","Level 1","Creative Minds","Low","What kind of work makes you lose track of time?","Ink / Signal Yellow","Suitable for early playtesting.","Expands the Creative Minds play context."
